[9£¬288]:1.300537149864107,[9£¬100]:1.2726017590646297,[9£¬9]:1.2707989642351862,[9£¬127]:1.2479224507582283,[9£¬289]:1.0844452999723273,[9£¬181]:1.0411776545898068,[9£¬523]:0.8738162065680253,[9£¬531]:0.8569291248986447,[9£¬14]:0.8479316639234142,[9£¬222]:0.841972886367408,
[226£¬174]:2.516382211376562,[226£¬79]:2.293527962077372,[226£¬216]:2.285088189794767,[226£¬117]:2.2808753935010944,[226£¬64]:2.2722349415430707,[226£¬423]:2.2450183519063307,[226£¬181]:2.235198414749907,[226£¬96]:2.235198414749907,[226£¬127]:2.199982315441631,[226£¬50]:2.172765725804891,
[306£¬286]:2.9112823363261904,[306£¬276]:2.908177477958262,[306£¬313]:2.2517095156117852,[306£¬137]:2.237291938834638,[306£¬124]:2.2363876272658274,[306£¬127]:2.218363562777055,[306£¬288]:1.957442110664246,[306£¬237]:1.6631631070127453,[306£¬268]:1.6496846817146642,[306£¬1]:1.6316606172258914,
[360£¬7]:3.339323388840105,[360£¬89]:2.9516211701942088,[360£¬8]:2.6100000318981524,[360£¬475]:2.6055742034558595,[360£¬182]:2.599213701305518,[360£¬183]:2.59913968840613,[360£¬528]:2.5990679326388935,[360£¬204]:2.5898815696002804,[360£¬22]:2.5898075567008925,[360£¬98]:2.589325721056295,
[234£¬98]:5.348071471627434,[234£¬174]:5.348071471627434,[234£¬480]:4.834497977726851,[234£¬230]:4.834497977726851,[234£¬197]:4.815021565321026,[234£¬58]:4.805930818411605,[234£¬172]:4.804860076714737,[234£¬405]:4.803632022310701,[234£¬241]:4.30645479376288,[234£¬482]:4.294418607459354,
[355£¬333]:2.4506278763467018,[355£¬302]:2.100621878557719,[355£¬301]:2.0921285790523507,[355£¬748]:1.7601192662542198,[355£¬294]:1.735257535880348,[355£¬258]:1.7255996088188328,[355£¬313]:1.715575725935482,[355£¬343]:1.6829365073414682,[355£¬895]:1.6484168499060816,[355£¬268]:1.4622184639554667,
[204£¬340]:2.708775288141136,[204£¬289]:2.3564697260334087,[204£¬294]:2.3383875012413045,[204£¬305]:1.9656494388673806,[204£¬319]:1.5557145943979567,[204£¬307]:1.5517332250150968,[204£¬327]:1.5422115405247647,[204£¬272]:1.5364486162363566,[204£¬750]:1.5283444732300024,[204£¬324]:1.209406418164946,
[767£¬496]:2.3057907787595004,[767£¬205]:2.2924779013254315,[767£¬483]:2.282810518960171,[767£¬199]:2.282810518960171,[767£¬520]:2.282810518960171,[767£¬153]:2.282810518960171,[767£¬132]:2.282810518960171,[767£¬50]:2.05852310123608,[767£¬480]:2.0581819809314714,[767£¬197]:2.0581819809314714,
[113£¬294]:2.3688924770672726,[113£¬302]:1.9909700767113314,[113£¬289]:1.9663327527049037,[113£¬301]:1.6119231984275837,[113£¬340]:1.5956945355318832,[113£¬222]:1.5519734583041749,[113£¬276]:1.5279557267069261,[113£¬306]:1.2358640405046586,[113£¬245]:1.1996150560059382,[113£¬1008]:1.182614228673319,
[707£¬25]:3.796405379166928,[707£¬58]:3.442498624626383,[707£¬216]:3.426986782783354,[707£¬98]:3.410530379499752,[707£¬423]:3.3835978144411154,[707£¬132]:3.3835978144411154,[707£¬428]:3.0761026622342653,[707£¬516]:3.0750077761291417,[707£¬193]:3.0750077761291417,[707£¬610]:3.0750077761291417,
[131£¬116]:2.3194245281771364,[131£¬515]:2.0317027621885577,[131£¬237]:2.0130462928981405,[131£¬298]:1.9390639278911368,[131£¬303]:1.934705985328054,[131£¬258]:1.934705985328054,[131£¬283]:1.9100306596362007,[131£¬15]:1.6190221823577433,[131£¬255]:1.5698436626841814,[131£¬847]:1.5436803598198,
[90£¬479]:4.582188205101345,[90£¬792]:4.136309731823241,[90£¬498]:4.136309731823241,[90£¬186]:4.136309731823241,[90£¬181]:4.136309731823241,[90£¬283]:4.136309731823241,[90£¬483]:4.135718686773717,[90£¬188]:4.111673892764779,[90£¬921]:4.111673892764779,[90£¬195]:4.111673892764779,
[898£¬358]:2.8782302433996048,[898£¬333]:2.550880702222714,[898£¬294]:1.936398039928874,[898£¬269]:1.9140312207023054,[898£¬750]:1.8851190538998288,[898£¬289]:1.6193263432194875,[898£¬326]:1.4780487914147684,[898£¬331]:1.4532644513186164,[898£¬268]:1.449745506416591,[898£¬690]:1.449745506416591,
[181£¬127]:3.0450477825334876,[181£¬15]:2.996380411929147,[181£¬50]:2.642880713699551,[181£¬321]:2.5996948168060916,[181£¬181]:2.578698252612023,[181£¬471]:2.5660606137808157,[181£¬293]:1.815632605483352,[181£¬298]:1.7626420395084013,[181£¬250]:1.7626420395084013,[181£¬252]:1.7506908855616632,
[13£¬91]:4.528103824496699,[13£¬188]:4.52182241898903,[13£¬479]:4.52182241898903,[13£¬210]:4.512128243499202,[13£¬496]:4.498198395893928,[13£¬588]:4.038815094500892,[13£¬77]:4.0291209190110635,[13£¬582]:4.026923301456473,[13£¬655]:4.020641895948804,[13£¬203]:4.010691489885936,
[675£¬269]:2.5569739133740494,[675£¬315]:2.275617592354553,[675£¬300]:2.2684586333240437,[675£¬302]:2.2518453367446845,[675£¬313]:2.1907404029916924,[675£¬328]:1.84690190461835,[675£¬310]:1.8404937806974642,[675£¬303]:1.5813149011706673,[675£¬340]:1.5611281012936458,[675£¬333]:1.5474715923017637,
[12£¬181]:3.632134626541582,[12£¬210]:3.632134626541582,[12£¬234]:2.889942826522331,[12£¬568]:2.887224589248441,[12£¬208]:2.8803548580287357,[12£¬423]:2.8182190596983396,[12£¬173]:2.5918997359443994,[12£¬100]:2.5523630374944424,[12£¬1]:2.5464696016427926,[12£¬186]:2.5464696016427926,
[497£¬546]:4.6212816409076245,[497£¬117]:4.619462428392652,[497£¬62]:4.619462428392652,[497£¬161]:4.619210150833309,[497£¬658]:4.613172567545765,[497£¬380]:4.586717575215782,[497£¬39]:4.118901531998195,[497£¬179]:4.118901531998195,[497£¬73]:4.1152249726836985,[497£¬576]:4.114972695124356,
[240£¬258]:3.2960836259326998,[240£¬315]:3.27295366048928,[240£¬328]:2.8278925340153878,[240£¬750]:2.3781920030436465,[240£¬316]:2.3486841613119642,[240£¬333]:2.3092153775604665,[240£¬343]:2.307933357352997,[240£¬311]:1.9100009111263347,[240£¬303]:1.896669745982543,[240£¬896]:1.893495706223176,
[463£¬181]:3.7244261872210815,[463£¬333]:3.7186580616992075,[463£¬678]:3.3233606782328136,[463£¬546]:3.317537796867325,[463£¬405]:3.29459090426642,[463£¬300]:3.29459090426642,[463£¬111]:3.282624013038831,[463£¬269]:2.9260134117359335,[463£¬294]:2.9249488828706114,[463£¬328]:2.920190530370445,
[765£¬100]:2.5387306834854413,[765£¬124]:1.9084405393554567,[765£¬276]:1.8752091793075616,[765£¬127]:1.5504988191275777,[765£¬1]:1.5504988191275777,[765£¬744]:1.546369049336755,[765£¬9]:1.3034194046415524,[765£¬508]:1.2974264710517698,[765£¬19]:1.2851560082093618,[765£¬303]:1.2849496102544635,
[104£¬7]:4.315961595422857,[104£¬298]:3.3913638245933617,[104£¬323]:3.3794964970999426,[104£¬307]:3.3782509961942457,[104£¬1]:2.9334448124951877,[104£¬240]:2.91771689176808,[104£¬742]:2.869630526063236,[104£¬148]:2.8663721415564445,[104£¬1011]:2.8115921129485404,[104£¬597]:2.4749900024880516,
[875£¬318]:3.3345077491501858,[875£¬79]:2.996001588066732,[875£¬127]:2.637404662497796,[875£¬100]:2.61271193357869,[875£¬181]:2.6089060964908635,[875£¬209]:2.606223924699316,[875£¬168]:2.606223924699316,[875£¬208]:2.266950864794722,[875£¬11]:2.264204222797109,[875£¬175]:2.2527855311936866,
[177£¬174]:4.036611966979687,[177£¬117]:3.644154136386702,[177£¬50]:3.2291352009665557,[177£¬191]:3.2253303747959303,[177£¬357]:3.2205232227926617,[177£¬9]:3.2177880054910566,[177£¬257]:2.851639459049648,[177£¬250]:2.851639459049648,[177£¬288]:2.832193858265395,[177£¬180]:2.8268430574243655,
[836£¬64]:2.4880729040935257,[836£¬50]:2.4461293437592393,[836£¬135]:2.2025549401143616,[836£¬172]:2.2000513096033614,[836£¬100]:2.1381921394859065,[836£¬173]:2.1302388357904953,[836£¬22]:2.0911929505490137,[836£¬127]:1.8830667440820519,[836£¬294]:1.5564500161001007,[836£¬181]:1.5563933089322108,
[268£¬172]:5.13716161752091,[268£¬82]:5.13716161752091,[268£¬393]:5.13716161752091,[268£¬202]:5.13716161752091,[268£¬181]:5.13716161752091,[268£¬405]:5.13716161752091,[268£¬118]:4.642895008787141,[268£¬367]:4.638876953465009,[268£¬559]:4.613624519130548,[268£¬431]:4.6052853738906965,
[344£¬28]:4.1979036883176635,[344£¬56]:4.1979036883176635,[344£¬318]:3.7893102209764873,[344£¬238]:3.7834449973242728,[344£¬317]:3.7834449973242728,[344£¬50]:3.774244415449502,[344£¬12]:3.774244415449502,[344£¬300]:3.3881798029764334,[344£¬15]:3.371397692831299,[344£¬462]:3.360931870908184,
[567£¬98]:4.2257425802302775,[567£¬519]:3.8198357576910666,[567£¬484]:3.8154710427100573,[567£¬505]:3.7621905629365973,[567£¬132]:3.7621905629365973,[567£¬661]:3.384372231121807,[567£¬525]:3.3562837403973864,[567£¬8]:3.3508498243650857,[567£¬529]:2.996675125284103,[567£¬14]:2.996675125284103,
[431£¬245]:3.5941179423845067,[431£¬301]:3.125972257939092,[431£¬288]:3.0277240820606757,[431£¬331]:2.9885670716547876,[431£¬258]:2.953280937930717,[431£¬299]:2.5594311762698285,[431£¬289]:2.5374197958976112,[431£¬326]:2.475302425309312,[431£¬292]:2.472349560116154,[431£¬304]:2.4546537012073006,
[16£¬28]:3.8072426413269165,[16£¬50]:3.757828446626994,[16£¬97]:3.3903804834762425,[16£¬173]:3.3885192291351887,[16£¬186]:3.384795557703963,[16£¬238]:3.382965692621237,[16£¬181]:3.3599096196695073,[16£¬56]:3.348529322274307,[16£¬265]:3.335381363004041,[16£¬117]:3.3287549724494654,
[390£¬50]:2.199496056772748,[390£¬288]:1.531599030101375,[390£¬269]:1.5249119083389566,[390£¬332]:1.5123109827027,[390£¬327]:1.4957515960306123,[390£¬276]:1.476529068490748,[390£¬293]:1.4176167151915875,[390£¬127]:1.4176167151915875,[390£¬748]:1.3847686218734263,[390£¬323]:1.3562070649814792,
[467£¬181]:3.947566767196958,[467£¬258]:3.183093824082823,[467£¬50]:3.165151334651697,[467£¬294]:2.7517688719220383,[467£¬237]:2.427366000741852,[467£¬300]:2.3791439212705714,[467£¬121]:2.372478521969245,[467£¬405]:2.3076534005837157,[467£¬151]:2.0599399370917553,[467£¬410]:2.0484815995651493,
[39£¬328]:2.700638638230177,[39£¬751]:2.675710178975311,[39£¬303]:2.319735629565279,[39£¬316]:2.2305782717155855,[39£¬300]:2.22951744090631,[39£¬286]:2.212078386410034,[39£¬307]:2.21109078535333,[39£¬311]:1.8508596349675934,[39£¬245]:1.8009032273877394,[39£¬333]:1.793956031241235,
[666£¬195]:4.89865533661644,[666£¬22]:4.89865533661644,[666£¬187]:4.422612609864265,[666£¬175]:4.422612609864265,[666£¬215]:4.422612609864265,[666£¬419]:4.406083008252463,[666£¬99]:4.3948032743695915,[666£¬485]:4.387386762266785,[666£¬367]:4.374403635377043,[666£¬705]:3.952928427506902,
[556£¬180]:2.239684455773923,[556£¬174]:1.9296907524570717,[556£¬56]:1.9273263798937443,[556£¬50]:1.9039636593761053,[556£¬269]:1.854908835104347,[556£¬258]:1.6217432345598783,[556£¬289]:1.6176601813169664,[556£¬357]:1.5806288943030122,[556£¬12]:1.5806288943030122,[556£¬185]:1.5806288943030122,
[191£¬258]:4.098131245253293,[191£¬333]:3.1908665365267375,[191£¬748]:3.140848916693963,[191£¬245]:2.297191176249751,[191£¬328]:2.2547651946270446,[191£¬347]:1.8741273892918002,[191£¬312]:1.8566527425928985,[191£¬344]:1.8515630018021514,[191£¬750]:1.8515630018021514,[191£¬358]:1.7995189159313154,
[752£¬690]:4.004970757653732,[752£¬303]:3.9765547682756326,[752£¬310]:3.94168808596046,[752£¬340]:3.9234888920774673,[752£¬328]:3.506169894486376,[752£¬879]:3.4919696002111285,[752£¬288]:3.4665600109663353,[752£¬754]:3.451985989404616,[752£¬245]:2.984518984435583,[752£¬877]:2.947153918584022,
[676£¬313]:3.1138900078264506,[676£¬258]:2.012691116618049,[676£¬678]:1.7250148512940253,[676£¬333]:1.7063387968789265,[676£¬690]:1.4374922775051613,[676£¬323]:1.410140463359312,[676£¬347]:1.396196192616511,[676£¬331]:1.396196192616511,[676£¬147]:1.392224679081705,[676£¬405]:1.392224679081705,
[448£¬286]:3.5596616391913827,[448£¬321]:3.070875946733232,[448£¬300]:2.612122607558735,[448£¬333]:2.2021768116837737,[448£¬313]:2.134412485071894,[448£¬328]:1.7461685603980885,[448£¬323]:1.7349252124911434,[448£¬690]:1.731528136884708,[448£¬245]:1.7287321692115376,[448£¬272]:1.7257828733611147,
[334£¬64]:4.519307398416005,[334£¬258]:4.079453630011529,[334£¬25]:4.079453630011529,[334£¬568]:4.060413801453339,[334£¬202]:4.060413801453339,[334£¬88]:3.6387063227881464,[334£¬234]:3.6367947918914414,[334£¬294]:3.6367947918914414,[334£¬96]:3.6367947918914414,[334£¬195]:3.6367947918914414,
[657£¬276]:3.2649520559829615,[657£¬237]:2.9169573831005238,[657£¬100]:2.8060517591314813,[657£¬288]:2.778924851864205,[657£¬1]:2.589392821637924,[657£¬748]:2.458779176590579,[657£¬125]:2.2326746150627135,[657£¬245]:2.172031750140125,[657£¬298]:2.13066111071236,[657£¬273]:2.110953089634057,
[362£¬286]:3.308045606802396,[362£¬313]:3.109313966246946,[362£¬358]:2.3287853864770325,[362£¬322]:2.0488927068747103,[362£¬258]:1.9730851307238908,[362£¬327]:1.8309121482779354,[362£¬331]:1.6332923382979483,[362£¬271]:1.598329149985127,[362£¬272]:1.5180693755306007,[362£¬326]:1.5106623444151042,
[490£¬742]:2.4501862178182297,[490£¬1012]:2.43753026969355,[490£¬276]:2.4348727256324714,[490£¬288]:2.428093743178168,[490£¬294]:2.0434709221491363,[490£¬147]:2.0398720364007117,[490£¬300]:2.037349691694293,[490£¬471]:2.031899698636985,[490£¬508]:2.0185859985128447,[490£¬13]:1.9917826216490604,
[547£¬286]:3.5772855459733295,[547£¬272]:3.5132336707668914,[547£¬305]:2.5960187975067477,[547£¬245]:2.486214367390489,[547£¬300]:2.486214367390489,[547£¬288]:2.4018430594490163,[547£¬896]:2.063871153435739,[547£¬690]:2.025305634467789,[547£¬344]:2.000010863390008,[547£¬327]:1.9913427080850958,
[345£¬203]:4.391933215256784,[345£¬172]:4.391933215256784,[345£¬181]:4.391933215256784,[345£¬196]:3.9805136544118094,[345£¬276]:3.9725647392131176,[345£¬286]:3.966169681191902,[345£¬117]:3.9594915804740394,[345£¬8]:3.9594915804740394,[345£¬176]:3.95790867431426,[345£¬7]:3.934376315233264,
[214£¬183]:4.101588845846709,[214£¬258]:3.2890549106625624,[214£¬169]:3.2885878624838676,[214£¬203]:3.2723804072524665,[214£¬28]:3.270355928373492,[214£¬1]:3.2693684232992526,[214£¬7]:3.2618330832451186,[214£¬96]:2.890453785511117,[214£¬423]:2.866829529640495,[214£¬469]:2.86682685442556,
[151£¬284]:5.24871668071363,[151£¬485]:5.24871668071363,[151£¬97]:5.24871668071363,[151£¬22]:5.24871668071363,[151£¬181]:5.24871668071363,[151£¬479]:4.7494424544655836,[151£¬187]:4.746240705418045,[151£¬237]:4.746240705418045,[151£¬99]:4.745160616749919,[151£¬95]:4.727426974555453,
[43£¬496]:4.541697253601059,[43£¬660]:4.098032972351102,[43£¬125]:4.0969035438096375,[43£¬282]:4.086050663844621,[43£¬265]:4.08176414809716,[43£¬144]:3.6637219339854146,[43£¬202]:3.6369704383057386,[43£¬356]:3.6369704383057386,[43£¬239]:3.636226451785648,[43£¬215]:3.6356044352418517,
[611£¬258]:3.127350430736285,[611£¬328]:2.493953442695026,[611£¬310]:2.2604143450902887,[611£¬304]:2.24959199704293,[611£¬748]:2.1713094730398232,[611£¬900]:2.161864556823496,[611£¬326]:2.1589415878410794,[611£¬270]:2.14781870919766,[611£¬289]:2.1457192246915717,[611£¬322]:2.1457192246915717,
[919£¬298]:4.025868191859351,[919£¬50]:4.025868191859351,[919£¬546]:3.2390546876851056,[919£¬121]:3.217471162845004,[919£¬1016]:2.8327980256678758,[919£¬269]:2.821729441040397,[919£¬248]:2.4539556476049844,[919£¬123]:2.4493394725513764,[919£¬742]:2.44660192313766,[919£¬118]:2.438331568420454,
[544£¬288]:3.129971296752215,[544£¬272]:3.003291182458749,[544£¬310]:2.9458547875036967,[544£¬333]:2.6086002896200875,[544£¬245]:2.5952139031824997,[544£¬340]:2.558261973432327,[544£¬268]:2.5414498915659673,[544£¬751]:2.0889119690203994,[544£¬269]:2.0714204945080543,[544£¬331]:2.0572894404800697,
[883£¬175]:4.248518152239791,[883£¬143]:3.844316820834158,[883£¬186]:3.844316820834158,[883£¬480]:3.844316820834158,[883£¬191]:3.8429797960836596,[883£¬433]:3.8429797960836596,[883£¬97]:3.837851725169162,[883£¬318]:3.837851725169162,[883£¬181]:3.828491311522129,[883£¬179]:3.8148032261164695,
[282£¬286]:3.3426496079784536,[282£¬301]:2.40386803969405,[282£¬303]:2.3994158413903426,[282£¬332]:2.395698291020975,[282£¬245]:2.3469617708501698,[282£¬264]:1.9861911244595187,[282£¬289]:1.9607397842731136,[282£¬312]:1.9598311825548522,[282£¬313]:1.9523605441561063,[282£¬322]:1.9342599139687546,
[179£¬286]:4.122311362180051,[179£¬328]:3.206464061166043,[179£¬270]:3.1977309200620914,[179£¬268]:3.1350783099835575,[179£¬887]:2.771742276866051,[179£¬294]:2.733915948753186,[179£¬301]:2.7329321983564565,[179£¬340]:2.677237412943569,[179£¬344]:2.2650618034355006,[179£¬323]:1.860696336486566,
[640£¬117]:3.2487998558244366,[640£¬179]:3.2487998558244366,[640£¬204]:3.2487998558244366,[640£¬550]:2.9400513655413247,[640£¬238]:2.934976898594013,[640£¬98]:2.9083885923119315,[640£¬144]:2.906543964107263,[640£¬183]:2.906543964107263,[640£¬7]:2.9045554463082532,[640£¬582]:2.626228408310901,
[755£¬300]:5.295329738402109,[755£¬332]:4.2711863369747185,[755£¬307]:3.760141615935545,[755£¬326]:3.250670180166233,[755£¬338]:2.686049370650997,[755£¬682]:2.6811179994100622,[755£¬877]:2.6811179994100622,[755£¬754]:2.6142117389920463,[755£¬313]:2.598240201052046,[755£¬334]:2.2148986623127476,
[171£¬300]:4.151707516166231,[171£¬333]:3.748265148712989,[171£¬258]:3.556105586013922,[171£¬321]:3.543158388731932,[171£¬301]:3.193970797693428,[171£¬750]:3.1863136617639727,[171£¬307]:3.1526811139989235,[171£¬347]:3.0264289602833006,[171£¬754]:2.572006860737354,[171£¬270]:2.5709557902668516,
[232£¬70]:3.2853354426091914,[232£¬64]:2.896257769994537,[232£¬185]:2.890682028184533,[232£¬238]:2.8836834921973744,[232£¬79]:2.8836834921973744,[232£¬195]:2.870671148708992,[232£¬357]:2.870671148708992,[232£¬89]:2.8517989927130416,[232£¬174]:2.8517989927130416,[232£¬216]:2.8517989927130416,
[934£¬98]:4.087962178887902,[934£¬143]:3.6904591499577335,[934£¬514]:3.6904591499577335,[934£¬443]:3.6880305374289457,[934£¬194]:3.686469489815986,[934£¬504]:3.686469489815986,[934£¬496]:3.683046642814202,[934£¬357]:3.6780603851378855,[934£¬482]:3.677110023983321,[934£¬185]:3.6757821642766957,
[853£¬294]:4.97164294527992,[853£¬289]:3.915336314735938,[853£¬269]:3.4048249531632324,[853£¬310]:3.260396990401909,[853£¬271]:3.2536253967190865,[853£¬321]:2.812543495235418,[853£¬338]:2.7875972344598097,[853£¬749]:2.7158710927979928,[853£¬678]:2.6790599564664204,[853£¬303]:2.2652070354836815,
[284£¬690]:4.347992725058857,[284£¬328]:3.6417079899480225,[284£¬354]:3.2565883699841245,[284£¬288]:3.224678486150967,[284£¬347]:3.213646632598278,[284£¬331]:3.167045223127744,[284£¬321]:3.1575850716720955,[284£¬327]:2.702153585436583,[284£¬245]:2.6620589244258706,[284£¬350]:2.1596080659439276,
[846£¬194]:5.295393555976421,[846£¬202]:4.781838947087264,[846£¬566]:4.781838947087264,[846£¬81]:4.773594030912868,[846£¬118]:4.736630941650779,[846£¬96]:4.255768733969215,[846£¬416]:4.2552202767380685,[846£¬200]:4.253294053555039,[846£¬143]:4.251551662833858,[846£¬215]:4.251551662833858,
